NO,QTY,JENIS BARANG,KODE,BERAT CAMPURAN,JUMLAH STONE DIPAKAI,JUMLAH PEMESANAN PER 3 BULAN,BIAYA BAHAN BAKU,UKURAN (INCH),BERAT,HARGA,TOTAL
879,2,SILVER BRACELETS,BKLP 813-S,0,11,46,20,7.50,64.00,88.89,177.78
880,2,SILVER BRACELETS,BKLP 813-S,0,11,30,24,7.50,64.00,74.14,148.28
881,2,SILVER NECKLECES,NKLP 813-S,0,8,23,32,17.00,72.00,78.72,157.44
882,2,SILVER NECKLECES,NKLP 813-S,0,8,19,11,17.00,72.00,80.95,161.90
883,2,SILVER NECKLECES,NKLP 813-S,0,8,49,51,17.00,72.00,80.10,160.20
884,6,SILVER NECKLECES,NBKL 416-S,0,6,46,33,16.00,197.00,82.92,497.52
885,3,SILVER NECKLECES,NCRK 775,0,0,43,21,16.00,299.00,95.68,287.04
886,3,SILVER NECKLECES,NCRK 775,0,0,22,52,18.00,329.00,105.28,315.84
887,6,SILVER EARINGS,EBGW 970,0,0,44,12,-,54.00,14.30,85.80
888,6,SILVER EARINGS,EBGW 01,0,0,12,47,-,78.00,16.90,101.40
889,1,SILVER BRACELETS,BLKL 750,0,0,49,77,9.00,. 21.00,37.99,37.99
890,6,SILVER BRACELETS,BSTR 5705-S,0,75,25,56,7.00,240.00,88.74,532.44
891,6,SILVER BRACELETS,BSTR 5705-S,0,75,8,91,7.50,258.00,91.62,549.72
892,12,SILVER BRACELETS,BCBP 4611-S,0,12,37,72,7.00,372.00,62.88,754.56
893,12,SILVER BRACELETS,BCBP 4611-S,0,12,39,71,7.00,372.00,62.88,754.56
894,12,SILVER BRACELETS,BCBP 4611-S,0,12,14,52,7.50,396.00,64.80,777.60
895,12,SILVER BRACELETS,BCBP 4611-S,0,12,7,48,7.50,396.00,64.80,777.60
896,6,SILVER BRACELETS,BCBP 4611-S,0,12,36,96,8.00,210 .00,66.72,400.32
897,6,SILVER BRACELETS,BCBP 4611-S,0,12,9,38,8.00,210.00,66.72,400.32
898,3,SILVER BRACELETS,BCVJ 831-S,0,1,23,59,7.00,96.00,72.26,216.78
899,3,SILVER BRACELETS,BCVJ 831-S,0,1,43,84,7.50,102.00,74.18,222.54
